trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
55,False,"{'a': 0.5, 'e': 0.7249999999999998}",25,16,-17.903144663978754,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 0}",1
56,False,"{'a': 0.5, 'e': 0.7199999999999998}",20,0,-45.42121220483,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
57,False,"{'a': 0.5, 'e': 0.7149999999999997}",25,0,-136.93951117891788,"{0: 17, 1: 2, 2: 3, 3: 0, 4: 3}",0
58,False,"{'a': 0.5, 'e': 0.7099999999999997}",30,0,-40.23838463147124,"{0: 23, 1: 2, 2: 4, 3: 1, 4: 0}",0
59,False,"{'a': 0.5, 'e': 0.7049999999999997}",20,0,-92.136786204201,"{0: 14, 1: 0, 2: 3, 3: 2, 4: 1}",0
60,False,"{'a': 0.5, 'e': 0.6999999999999997}",20,0,-15.097460341464622,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
61,False,"{'a': 0.5, 'e': 0.6949999999999997}",20,0,-28.92638086906836,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
62,False,"{'a': 0.5, 'e': 0.6899999999999997}",30,0,-157.12046450303504,"{0: 19, 1: 1, 2: 6, 3: 2, 4: 2}",0
63,False,"{'a': 0.5, 'e': 0.6849999999999997}",25,7,-70.18181170841406,"{0: 14, 1: 0, 2: 1, 3: 2, 4: 1}",1
64,False,"{'a': 0.5, 'e': 0.6799999999999997}",25,0,-76.57857736321436,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
65,False,"{'a': 0.5, 'e': 0.6749999999999997}",25,16,-32.306801218327976,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 1}",1
66,False,"{'a': 0.5, 'e': 0.6699999999999997}",30,5,-53.12155818588329,"{0: 17, 1: 6, 2: 1, 3: 0, 4: 1}",1
67,False,"{'a': 0.5, 'e': 0.6649999999999997}",20,0,-64.48437036662,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
68,False,"{'a': 0.5, 'e': 0.6599999999999997}",20,0,-108.68737973924537,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
69,False,"{'a': 0.5, 'e': 0.6549999999999997}",20,8,14.739326030587872,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
70,False,"{'a': 0.5, 'e': 0.6499999999999997}",25,0,-40.84983235508445,"{0: 18, 1: 3, 2: 3, 3: 1, 4: 0}",0
71,False,"{'a': 0.5, 'e': 0.6449999999999997}",20,12,-21.578360184987016,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 0}",1
