trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
182,False,"{'a': 0.5, 'e': 0.08999999999999919}",25,0,-44.92476620765768,"{0: 12, 1: 12, 2: 1, 3: 0, 4: 0}",0
183,False,"{'a': 0.5, 'e': 0.08499999999999919}",20,0,-63.49479889217394,"{0: 7, 1: 11, 2: 2, 3: 0, 4: 0}",0
184,False,"{'a': 0.5, 'e': 0.07999999999999918}",35,0,-60.950299118742564,"{0: 19, 1: 14, 2: 2, 3: 0, 4: 0}",0
185,False,"{'a': 0.5, 'e': 0.07499999999999918}",25,0,-43.57456494534493,"{0: 14, 1: 10, 2: 1, 3: 0, 4: 0}",0
186,False,"{'a': 0.5, 'e': 0.06999999999999917}",25,0,-26.149649554288576,"{0: 15, 1: 10, 2: 0, 3: 0, 4: 0}",0
187,False,"{'a': 0.5, 'e': 0.06499999999999917}",30,0,-64.7857692365813,"{0: 13, 1: 17, 2: 0, 3: 0, 4: 0}",0
188,False,"{'a': 0.5, 'e': 0.05999999999999917}",20,0,-28.32176149949203,"{0: 11, 1: 9, 2: 0, 3: 0, 4: 0}",0
189,False,"{'a': 0.5, 'e': 0.054999999999999175}",20,0,-42.65623992429481,"{0: 10, 1: 10, 2: 0, 3: 0, 4: 0}",0
190,False,"{'a': 0.5, 'e': 0.04999999999999918}",20,0,-26.84876163322462,"{0: 11, 1: 9, 2: 0, 3: 0, 4: 0}",0
191,False,"{'a': 0.5, 'e': 0.04499999999999918}",25,0,-46.149232622282355,"{0: 12, 1: 13, 2: 0, 3: 0, 4: 0}",0
192,False,"{'a': 0.5, 'e': 0.03999999999999918}",25,0,-59.48619465122062,"{0: 10, 1: 15, 2: 0, 3: 0, 4: 0}",0
193,False,"{'a': 0.5, 'e': 0.034999999999999185}",20,0,-49.40532362154603,"{0: 9, 1: 11, 2: 0, 3: 0, 4: 0}",0
194,False,"{'a': 0.5, 'e': 0.029999999999999184}",25,0,-47.29608542644941,"{0: 12, 1: 13, 2: 0, 3: 0, 4: 0}",0
195,False,"{'a': 0.5, 'e': 0.024999999999999183}",20,0,-28.745385553909195,"{0: 12, 1: 8, 2: 0, 3: 0, 4: 0}",0
196,False,"{'a': 0.5, 'e': 0.01999999999999918}",30,0,-62.46106332033767,"{0: 16, 1: 14, 2: 0, 3: 0, 4: 0}",0
197,False,"{'a': 0.5, 'e': 0.01499999999999918}",30,0,-54.39183062409635,"{0: 14, 1: 16, 2: 0, 3: 0, 4: 0}",0
198,False,"{'a': 0.5, 'e': 0.00999999999999918}",20,0,-28.578543456296387,"{0: 11, 1: 9, 2: 0, 3: 0, 4: 0}",0
199,False,"{'a': 0.5, 'e': 0.00499999999999918}",35,0,-37.113064181357394,"{0: 20, 1: 15, 2: 0, 3: 0, 4: 0}",0
1,True,"{'a': 0, 'e': 0}",20,0,-49.44073719479287,"{0: 9, 1: 11, 2: 0, 3: 0, 4: 0}",0
2,True,"{'a': 0, 'e': 0}",20,0,-42.72442418279368,"{0: 9, 1: 11, 2: 0, 3: 0, 4: 0}",0
3,True,"{'a': 0, 'e': 0}",20,0,-26.50683777556685,"{0: 11, 1: 9, 2: 0, 3: 0, 4: 0}",0
4,True,"{'a': 0, 'e': 0}",20,0,-47.24867189842116,"{0: 9, 1: 11, 2: 0, 3: 0, 4: 0}",0
5,True,"{'a': 0, 'e': 0}",25,0,-47.162736015844274,"{0: 12, 1: 13, 2: 0, 3: 0, 4: 0}",0
6,True,"{'a': 0, 'e': 0}",25,0,-48.51074538734262,"{0: 12, 1: 13, 2: 0, 3: 0, 4: 0}",0
7,True,"{'a': 0, 'e': 0}",30,0,-43.056330152134095,"{0: 17, 1: 13, 2: 0, 3: 0, 4: 0}",0
8,True,"{'a': 0, 'e': 0}",20,0,-42.463743981647944,"{0: 9, 1: 11, 2: 0, 3: 0, 4: 0}",0
9,True,"{'a': 0, 'e': 0}",20,0,-25.486037475373077,"{0: 11, 1: 9, 2: 0, 3: 0, 4: 0}",0
10,True,"{'a': 0, 'e': 0}",20,0,-42.072297394105476,"{0: 9, 1: 11, 2: 0, 3: 0, 4: 0}",0
